2381,0.0,0.003430493175983429
587,1.0,0.8743330240249634
1001,1.0,0.5237729549407959
1367,1.0,0.8616405129432678
2053,0.0,0.21479393541812897
1753,1.0,0.9725250601768494
820,1.0,0.7567368149757385
2003,1.0,0.9983214735984802
1668,1.0,0.9685766696929932
788,1.0,0.8822355270385742
866,1.0,0.9978784322738647
1376,1.0,0.8180087208747864
746,1.0,0.9983198046684265
1897,1.0,0.9208796620368958
1497,1.0,0.7773951292037964
2297,1.0,0.9628106355667114
286,1.0,0.9998514652252197
255,1.0,0.9464977383613586
287,1.0,0.9893219470977783
2337,1.0,0.9659364223480225
1292,1.0,0.8313223719596863
2133,1.0,0.8533961176872253
938,1.0,0.8096237182617188
2365,1.0,0.9881510734558105
589,1.0,0.9993847608566284
1851,0.0,0.001368759199976921
1542,1.0,0.9992555975914001
1718,0.0,0.8445377945899963
201,1.0,0.5167485475540161
2197,0.0,0.056832894682884216
799,0.0,0.13937631249427795
2355,1.0,0.911504328250885
1156,0.0,0.2964590787887573
2109,1.0,0.9982832670211792
735,0.0,0.0119012501090765
722,1.0,0.9222044944763184
1837,1.0,0.3340751826763153
1086,1.0,0.705224335193634
1454,1.0,0.4949882924556732
1699,1.0,0.8926761150360107
1590,1.0,0.6116777062416077
1943,1.0,0.7591355443000793
1254,1.0,0.40138548612594604
2372,1.0,0.9986748099327087
122,0.0,0.024009710177779198
1991,1.0,0.9113385677337646
1052,1.0,0.544489324092865
1552,0.0,0.0010441301856189966
131,0.0,0.04877447709441185
343,1.0,0.9823011159896851
1087,1.0,0.9890429377555847
1743,1.0,0.4726196825504303
1820,0.0,0.1282283365726471
1192,1.0,0.9532565474510193
832,1.0,0.7883865833282471
2049,1.0,0.9998981952667236
1918,1.0,0.9903945326805115
1655,1.0,0.9373874068260193
743,1.0,0.37621065974235535
368,1.0,0.9860562086105347
1214,1.0,0.9765673279762268
1017,1.0,0.9940977096557617
180,1.0,0.8482428789138794
246,1.0,0.5354321599006653
2194,1.0,0.9880203604698181
1842,0.0,0.0003712352772708982
10,1.0,0.995800793170929
2050,1.0,0.9935651421546936
1953,1.0,0.778603732585907
1799,1.0,0.6890385150909424
2016,1.0,0.9949354529380798
489,0.0,0.002981835976243019
993,1.0,0.8052841424942017
1550,1.0,0.9887858629226685
1887,1.0,0.9150224328041077
2193,0.0,0.7210290431976318
1772,1.0,0.9998670816421509
2059,1.0,0.952111542224884
156,1.0,0.9954093098640442
2191,1.0,0.7345053553581238
2033,1.0,0.9903948903083801
105,1.0,0.9859237670898438
380,1.0,0.9833024144172668
2183,1.0,0.6033139824867249
1723,1.0,0.9699777364730835
2313,0.0,0.9728049635887146
299,1.0,0.962035596370697
974,0.0,0.9066224694252014
1037,1.0,0.9983231425285339
1537,0.0,0.2223854511976242
1778,1.0,0.5362422466278076
225,0.0,0.03161891549825668
1514,1.0,0.9831781983375549
996,1.0,0.9424146413803101
1663,1.0,0.7219734787940979
796,1.0,0.8747308850288391
1836,0.0,0.5316566228866577
2309,1.0,0.9931117296218872
1477,1.0,0.999889612197876
119,1.0,0.8390790224075317
1898,1.0,0.7124698758125305
421,0.0,0.37396886944770813
190,1.0,0.8362175822257996
1380,1.0,0.9872618317604065
2136,0.0,0.0034577057231217623
1661,1.0,0.7600964903831482
2064,1.0,0.5909724235534668
2179,1.0,0.9886549711227417
679,1.0,0.18716780841350555
988,1.0,0.9824815392494202
1582,0.0,0.18223540484905243
954,1.0,0.8758655786514282
911,1.0,0.994948148727417
2048,1.0,0.9983214735984802
57,1.0,0.9973335266113281
1813,1.0,0.9035530090332031
2151,0.0,0.784714937210083
1392,0.0,0.001909087528474629
887,1.0,0.9925925135612488
962,1.0,0.743127167224884
363,1.0,0.6742318272590637
1409,1.0,0.9120175838470459
828,1.0,0.9655168056488037
2118,0.0,0.4919091463088989
1424,1.0,0.9994806051254272
1178,1.0,0.775399923324585
379,1.0,0.9700403213500977
649,1.0,0.9999943971633911
1824,1.0,0.3282245993614197
130,1.0,0.7846480011940002
857,1.0,0.9907411336898804
97,1.0,0.9976217150688171
1394,1.0,0.1994273066520691
1050,1.0,0.9771102666854858
224,1.0,0.9841874837875366
1004,0.0,0.2796887755393982
150,1.0,0.9198040962219238
579,1.0,0.9983214735984802
921,1.0,0.8270046710968018
2294,1.0,0.8505210876464844
254,1.0,0.916675329208374
1083,1.0,0.9854618310928345
904,1.0,0.868353545665741
461,1.0,0.3111518621444702
1583,1.0,0.9994408488273621
868,1.0,0.9248694181442261
1678,1.0,0.8956992626190186
1765,1.0,0.3041827380657196
811,1.0,0.9997276663780212
1673,1.0,0.9887845516204834
2019,1.0,0.99068683385849
1763,1.0,0.5902118682861328
321,0.0,0.012437517754733562
234,1.0,0.8657187819480896
518,1.0,0.9989523887634277
630,1.0,0.9956027269363403
1786,0.0,0.3283231258392334
1381,1.0,0.99869304895401
1862,0.0,0.9941995143890381
52,1.0,0.7710655927658081
2211,1.0,0.9915502071380615
848,1.0,0.9900150299072266
1964,1.0,0.9902865290641785
2274,1.0,0.9789569973945618
516,0.0,0.03178497031331062
277,1.0,0.794502317905426
2226,0.0,0.4846101999282837
2242,0.0,0.4607544243335724
2026,0.0,0.44538676738739014
285,1.0,0.9799991846084595
1621,1.0,0.9820857048034668
2235,0.0,0.983366072177887
1469,1.0,0.5713227987289429
1884,0.0,0.00021597134764306247
1906,1.0,0.9894278645515442
1182,1.0,0.5241133570671082
1130,0.0,0.013597877696156502
1441,1.0,0.9973898530006409
1245,1.0,0.9896300435066223
1370,1.0,0.9795708656311035
1607,1.0,0.8529794216156006
699,1.0,0.992882490158081
1329,0.0,0.3106856048107147
468,1.0,0.918390691280365
1688,1.0,0.9979540109634399
2196,1.0,0.9992049336433411
1611,1.0,0.42258358001708984
329,1.0,0.9572665095329285
501,0.0,0.9999998807907104
1103,1.0,0.9963979721069336
2108,1.0,0.9983214735984802
1045,1.0,0.9982923865318298
2014,1.0,0.5725158452987671
1623,0.0,0.2522142231464386
66,0.0,0.1655871570110321
96,1.0,0.48042580485343933
1167,0.0,0.6809344291687012
411,0.0,0.1542028933763504
1475,1.0,0.9746336936950684
118,1.0,0.8650378584861755
1249,0.0,0.025000380352139473
19,1.0,0.7146971821784973
554,1.0,0.29163405299186707
2079,1.0,0.18392038345336914
2132,1.0,0.40594297647476196
175,1.0,0.0879080668091774
194,1.0,0.9351237416267395
798,1.0,0.965221643447876
598,1.0,0.995641827583313
1704,0.0,0.15501099824905396
787,1.0,0.5948941707611084
2069,1.0,0.9786878824234009
540,1.0,0.7418639063835144
1594,0.0,0.7886244654655457
115,0.0,0.00017907709116116166
562,1.0,0.7867382168769836
2084,0.0,0.6043591499328613
1893,1.0,0.5461810827255249
1784,1.0,0.8799256682395935
184,1.0,0.9671576619148254
81,0.0,0.1401791125535965
106,1.0,0.3332785665988922
313,0.0,0.7449110746383667
761,0.0,0.8311490416526794
696,0.0,0.4512869417667389
